frame,divergence,vorticity,cfl,max_speed,kinetic_energy,rhs_ms,pressure_ms,projection_ms,advection_ms,diffusion_ms,walls_ms,total_ms
1,59.99793064003644,3988.1822843676237,0.650006944477621,6.50006944477621,23.93648668137296,0.13070000568404794,0.17080000543501228,0.044599990360438824,0.36440000985749066,0.05040000542066991,0.007499998901039362,0.7723000016994774
2,44.74169513515521,3823.005365133166,0.6240611879255615,6.240611879255615,21.720650267777433,0.04780000017490238,0.09020000288728625,0.021799991372972727,0.1981999957934022,0.02849999873433262,0.003000008291564882,0.3909999941242859
3,37.8301621904701,3707.412732515097,0.6344002057074373,6.3440020570743725,20.106253091089766,0.029499991796910763,0.06479999865405262,0.02059999678749591,0.1897000038297847,0.027999994927085936,0.002700006007216871,0.33650000113993883
4,33.25114474815404,3605.3619082934347,0.6305147660318207,6.305147660318207,18.80894352045094,0.028599999495781958,0.14879999798722565,0.0219999928958714,0.5754000012530014,0.06259999645408243,0.007099995855242014,0.8473000052617863
5,30.171219688210183,3511.0116126791636,0.6200400268029175,6.200400268029175,17.717162852330926,0.06970000686123967,0.14450000890064985,0.03720000677276403,0.26339999749325216,0.032500000088475645,0.004699992132373154,0.5549999914364889
6,27.501967125350625,3424.5126723685203,0.615846269546359,6.158462695463591,16.772629614157715,0.032800002372823656,0.08509999315720052,0.022899999748915434,0.195999993593432,0.028599999495781958,0.003000008291564882,0.37009999505244195
7,25.244437349402997,3343.999408892449,0.6043180494779998,6.043180494779999,15.940119550573115,0.029600007110275328,0.06479999865405262,0.02030000905506313,0.18909999926108867,0.027300004148855805,0.002800006768666208,0.33510000503156334
8,23.37272772378169,3269.3648977000776,0.5881493760382599,5.881493760382599,15.19602193698561,0.028399997972883284,0.07110000296961516,0.02929999027401209,0.2707000094233081,0.033200005418621004,0.004399989848025143,0.4393999988678843
9,21.771355336735994,3199.70954651212,0.5695288804932557,5.695288804932557,14.524027715818395,0.03770001058001071,0.08180001168511808,0.022499996703118086,0.19690000044647604,0.027799993404187262,0.002900007530115545,0.3710999881150201
10,20.40496550625719,3134.812528892157,0.5535846724885136,5.535846724885136,13.912325382278462,0.02950000634882599,0.06399999256245792,0.020899999071843922,0.22030000400263816,0.027299989596940577,0.002900007530115545,0.36630000977311283
11,19.18344008062987,3073.9202321331795,0.5425033707140612,5.425033707140612,13.351880141953593,0.028800001018680632,0.0627999979769811,0.020099992980249226,0.1883999939309433,0.026699999580159783,0.0026000052457675338,0.33059999987017363
12,18.088462666691093,3017.040719820252,0.5301376681527125,5.301376681527125,12.835368722359226,0.028299997211433947,0.060699996538460255,0.019700004486367106,0.1883999939309433,0.026900001103058457,0.0026000052457675338,0.32780000765342265
13,17.0997020316236,2963.1521631631513,0.5170275300720604,5.170275300720604,12.357112779456859,0.02780000795610249,0.0633999879937619,0.02020000829361379,0.1866999955382198,0.026699999580159783,0.0025999906938523054,0.32869999995455146
14,16.179631031574516,2911.6868929445354,0.5035723055388568,5.035723055388568,11.912553992014711,0.02819999644998461,0.059600002714432776,0.02020000829361379,0.18700001237448305,0.026599998818710446,0.0026999914553016424,0.3254000039305538
15,15.332043045446596,2862.9115460848916,0.49005130766263566,4.900513076626357,11.497800883837328,0.027999994927085936,0.05950000195298344,0.020000006770715117,0.18760000239126384,0.026400011847727,0.0025999906938523054,0.3251000016462058
16,14.572175567251636,2816.9200564959483,0.47665470910015584,4.766547091001558,11.109559911464675,0.028399997972883284,0.05990000499878079,0.01999999221879989,0.19040000915993005,0.02649999805726111,0.0024999899324029684,0.32890000147745013
17,13.864343372700894,2772.7242685934457,0.4635079429830458,4.6350794298304585,10.745183134064137,0.027799993404187262,0.05909999890718609,0.019800005247816443,0.18610000552143902,0.026400011847727,0.0024999899324029684,0.3228999994462356
18,13.215405623083548,2730.548078480201,0.4506939490656567,4.506939490656567,10.402352046188028,0.027700007194653153,0.05909999890718609,0.020099992980249226,0.19289999909233302,0.026900001103058457,0.0026000052457675338,0.3302000113762915
19,12.60797756897372,2689.6793098848893,0.44046800442966194,4.40468004429662,10.07904284015924,0.027699992642737925,0.05950000195298344,0.019700004486367106,0.1866999955382198,0.02649999805726111,0.0026999914553016424,0.3237999917473644
20,12.052528806051566,2650.3556283589196,0.4315472547855013,4.3154725478550136,9.773500288004923,0.027599991881288588,0.058999998145736754,0.01960000372491777,0.18709999858401716,0.026399997295811772,0.0025000044843181968,0.32360000477638096
21,11.554088138575377,2612.664144223265,0.4226480958306821,4.226480958306821,9.484211703224942,0.027799993404187262,0.08600000001024455,0.019700004486367106,0.18709999858401716,0.026599998818710446,0.0025999906938523054,0.35069999285042286
22,11.077508604039796,2576.219553301161,0.4138240796512387,4.138240796512387,9.209869760961343,0.027600006433203816,0.058999998145736754,0.01999999221879989,0.2035000070463866,0.026599998818710446,0.0026999914553016424,0.3403000009711832
23,10.63602007956301,2541.0495001657546,0.40511502959339335,4.051150295933933,8.949307599019326,0.028399997972883284,0.05919999966863543,0.01960000372491777,0.18649999401532114,0.026699999580159783,0.0026999914553016424,0.3242999955546111
24,10.217795878501843,2507.55489974602,0.3965509504296283,3.965509504296283,8.701480533496392,0.027400004910305142,0.05839999357704073,0.019500002963468432,0.18570000247564167,0.0261999957729131,0.002700006007216871,0.3209000133210793
25,9.826671675941917,2475.356594702119,0.3881537166765018,3.8815371667650176,8.46542160978912,0.027699992642737925,0.1593000051798299,0.05950000195298344,0.7747000054223463,0.07559999357908964,0.010700008715502918,1.1116999958176166
26,9.459002879971493,2444.1745989169394,0.379937986912842,3.79937986912842,8.240260352630223,0.07259999983943999,0.13339999713934958,0.03840000135824084,0.3299000090919435,0.04369999805931002,0.004299989086575806,0.6255000043893233
27,9.111302328749947,2413.8412902001282,0.3719140237964407,3.7191402379644067,8.025210519472509,0.056599994422867894,0.12159999459981918,0.034900003811344504,0.338400001055561,0.03560000914148986,0.004999994416721165,0.5949000042164698
28,8.78047038544874,2384.3602649360687,0.3640883685853883,3.6408836858538827,7.819565833240987,0.04159999662078917,0.09810000483412296,0.024900000425986946,0.20330000552348793,0.028700000257231295,0.0030999945010989904,0.40160000207833946
29,8.473988265382417,2355.674102184861,0.3564645296644155,3.5646452966441555,7.622702588488721,0.031000003218650818,0.06979999307077378,0.021200001356191933,0.2069000038318336,0.028099995688535273,0.0027999922167509794,0.36130000080447644
30,8.181701383943278,2327.7035416663,0.3490440612072618,3.490440612072618,7.434057840919895,0.02950000634882599,0.06429999484680593,0.020899999071843922,0.18960000306833535,0.028099995688535273,0.0026000052457675338,0.33620001340750605
31,7.899561830840031,2300.4223869221805,0.3418269325320343,3.418269325320343,7.2531203291498345,0.02819999644998461,0.06079999729990959,0.01990000600926578,0.4825999931199476,0.05119999696034938,0.006999995093792677,0.6527000077767298
32,7.630526824624296,2273.85290163961,0.3348117229478814,3.3481172294788144,7.079426181483661,0.05970000347588211,0.14019999071024358,0.036600002204068005,0.3020000003743917,0.04099999205209315,0.0033999967854470015,0.5851000023540109
33,7.38009427956192,2247.965094616312,0.3279959820281917,3.279959820281917,6.9125488977804785,0.03099998866673559,0.07059999916236848,0.02099999983329326,0.19210000755265355,0.03649998689070344,0.003100009053014219,0.35570000181905925
34,7.141715665323689,2222.6841574909167,0.3222421396254617,3.2224213962546178,6.752093765489223,0.02989999484270811,0.06439999560825527,0.020899999071843922,0.1993000041693449,0.02710000262595713,0.0027999922167509794,0.34559999767225236
35,6.9126401054464734,2198.3530139420304,0.3169169404787077,3.1691694047870773,6.59769673003292,0.02890000178012997,0.061700004152953625,0.023899992811493576,0.19069999689236283,0.027000001864507794,0.0026000052457675338,0.3357999958097935
36,6.693989100016003,2174.643324390775,0.3116820912220968,3.116820912220968,6.449022236758675,0.028599999495781958,0.0602000072831288,0.01999999221879989,0.18760000239126384,0.026599998818710446,0.0025999906938523054,0.32669999927747995
37,6.4860271509520615,2151.431486440173,0.30654078375640587,3.0654078375640585,6.305751030431606,0.028299997211433947,0.05980000423733145,0.020099992980249226,0.1880000054370612,0.027799993404187262,0.0026000052457675338,0.3276999923400581
38,6.286931148475409,2128.687482862948,0.30149518233370365,3.0149518233370363,6.167591587625742,0.02820001100189984,0.05989999044686556,0.02020000829361379,0.18770000315271318,0.02720000338740647,0.0026000052457675338,0.3268999862484634
39,6.095795184719886,2106.362073564507,0.29654673135124154,2.965467313512416,6.03427228293443,0.0675999908708036,0.106100007542409,0.044599990360438824,0.3040000010514632,0.041799998143687844,0.00549999822396785,0.5726000090362504
40,5.914978265381276,2084.4434830860573,0.2916963017151597,2.916963017151597,5.905543554957743,0.04600000102072954,0.0923000043258071,0.03169999399688095,0.2700000040931627,0.03979999746661633,0.0042000028770416975,0.48579998838249594
41,5.743660272731088,2062.9219665837663,0.2869442482411242,2.869442482411242,5.781165912287979,0.04429998807609081,0.0875000114319846,0.030100010917522013,0.28709998878184706,0.041400009649805725,0.004799992893822491,0.4965999978594482
42,5.579739116881614,2041.7731178512531,0.28229022802387116,2.822902280238712,5.660920202071571,0.04549999721348286,0.08939999679569155,0.030499999411404133,0.2783000090857968,0.03980001201853156,0.0045000051613897085,0.4896000027656555
43,5.423807858888957,2020.9745244994601,0.2777337255282287,2.777337255282287,5.5446028973782235,0.04449998959898949,0.09220000356435776,0.03169999399688095,0.24280000070575625,0.02780000795610249,0.0031999952625483274,0.44350000098347664
44,5.272638514156819,2000.5389123993966,0.27327395892254025,2.7327395892254027,5.4320252351033265,0.030099996365606785,0.06390000635292381,0.020499996026046574,0.18960000306833535,0.02710000262595713,0.0026000052457675338,0.335000004270114
45,5.127100790458176,1980.5048718118292,0.26890997966896185,2.6890997966896184,5.323005711119226,0.028399997972883284,0.0602000072831288,0.019899991457350552,0.18899999849963933,0.037900012102909386,0.0026999914553016424,0.33900000562425703
46,4.988025264530828,1961.0529333931872,0.26464057401507113,2.6464057401507115,5.217380428628551,0.028599999495781958,0.07009999535512179,0.02920000406447798,0.1897000038297847,0.026900001103058457,0.0024999899324029684,0.3482000029180199
47,4.85363608227878,1941.9497519239824,0.2604643914414638,2.6046439144146385,5.114996191725968,0.06939999002497643,0.08549999620299786,0.024900000425986946,0.23469999723602086,0.029800008633174002,0.0041000021155923605,0.450999999884516
48,4.72327167139504,1923.1293082228972,0.2563799783087646,2.563799783087646,5.0157091706599495,0.031200004741549492,0.06510000093840063,0.02059999678749591,0.2032999909715727,0.027900008717551827,0.0026999914553016424,0.3521000035107136
49,4.598808329613366,1904.5660329028983,0.2523857479948562,2.523857479948562,4.919383605997234,0.028800001018680632,0.06180000491440296,0.019899991457350552,0.18840000848285854,0.02750000567175448,0.002700006007216871,0.3301999968243763
50,4.479371153337148,1886.3027109249333,0.24848001645492043,2.4848001645492044,4.825891341886347,0.028000009479001164,0.06079999729990959,0.020099992980249226,0.18740000086836517,0.02680000034160912,0.002700006007216871,0.3268000000389293
51,4.363798754444481,1868.3127614190976,0.2446610202974186,2.446610202974186,4.735111309742589,0.027900008717551827,0.059699988923966885,0.019800005247816443,0.18699999782256782,0.026599998818710446,0.0025999906938523054,0.32479999936185777
52,4.252454346049615,1850.5835977182205,0.24092696324916804,2.4092696324916805,4.646928708640978,0.027699992642737925,0.0594000011915341,0.019800005247816443,0.1951999875018373,0.026599998818710446,0.002700006007216871,0.33260000054724514
53,4.145416615941949,1833.108141084279,0.2372760236844178,2.372760236844178,4.561234764840055,0.028299997211433947,0.05980000423733145,0.01959998917300254,0.18730000010691583,0.026399997295811772,0.002700006007216871,0.32530000316910446
54,4.041760721133463,1815.8652593437778,0.23370630653095145,2.337063065309515,4.477927425554527,0.027799993404187262,0.05970000347588211,0.020000006770715117,0.18749998707789928,0.026400011847727,0.0025000044843181968,0.32479999936185777
55,3.942009606763907,1798.869793698129,0.23021594038232787,2.302159403823279,4.396910535108684,0.027900008717551827,0.059300000430084765,0.019699989934451878,0.1866000093286857,0.026599998818710446,0.0025999906938523054,0.32360000477638096
56,3.8451663462907586,1782.1570959626574,0.22680302372704428,2.268030237270443,4.318091602624057,0.027600006433203816,0.05909999890718609,0.019699989934451878,0.18670001009013504,0.02649999805726111,0.0025999906938523054,0.32330000249203295
57,3.7513755625520506,1765.794733368712,0.2235399019468623,2.235399019468623,4.2413831382140215,0.027699992642737925,0.05919999966863543,0.019700004486367106,0.18699999782256782,0.026399997295811772,0.0025000044843181968,0.3235000040149316
58,3.661506486243725,1749.8303153295078,0.22044718306700414,2.2044718306700415,4.166702683660086,0.05160000000614673,0.13010000111535192,0.04749999789055437,0.4349999944679439,0.03530000685714185,0.0049000082071870565,0.7077000045683235
59,3.5751135815072956,1734.0610120959768,0.21741402123579695,2.1741402123579694,4.093972626568651,0.037900012102909386,0.08140000863932073,0.022799998987466097,0.20769999537151307,0.027999994927085936,0.003100009053014219,0.3826000029221177
60,3.4920179664847164,1718.4828302199694,0.2144393619255486,2.144393619255486,4.023119518619288,0.02920000406447798,0.06359998951666057,0.020699997548945248,0.19160000374540687,0.02720000338740647,0.0026999914553016424,0.3361999988555908
61,3.4118144282723,1703.0942637778185,0.21152213691919816,2.1152213691919814,3.954073544084548,0.028399997972883284,0.06029999349266291,0.020100007532164454,0.2027000009547919,0.02720000338740647,0.002700006007216871,0.34249998861923814
62,3.3350078668024334,1687.893829816131,0.20866126149180902,2.0866126149180904,3.8867680021409146,0.028299997211433947,0.06859999848529696,0.020499996026046574,0.18909999926108867,0.026900001103058457,0.0025999906938523054,0.33719999191816896
63,3.260382601032049,1672.9480310547076,0.2058877002794087,2.058877002794087,3.8211393960986655,0.028099995688535273,0.05970000347588211,0.020199993741698563,0.18909999926108867,0.026900001103058457,0.0025999906938523054,0.3276999923400581
64,3.1879425378258945,1658.2046847660163,0.2032977299304257,2.032977299304257,3.75712732083691,0.027799993404187262,0.060300008044578135,0.020099992980249226,0.18820000695995986,0.02680000034160912,0.0026999914553016424,0.32700000156182796
65,3.1176875329264435,1643.6569318702736,0.20075220357231743,2.0075220357231744,3.694674208985672,0.027999994927085936,0.059600002714432776,0.019899991457350552,0.18780000391416252,0.026599998818710446,0.0026000052457675338,0.3256999916629866
66,3.0499409228466288,1629.2707171583595,0.19825043557744365,1.9825043557744366,3.633725570878581,0.028300011763349175,0.05990000499878079,0.020000006770715117,0.18849999469239265,0.026599998818710446,0.002700006007216871,0.3268000000389293
67,2.984101543467917,1615.0436287478062,0.1957917441909009,1.957917441909009,3.5742293692268956,0.02820001100189984,0.05950000195298344,0.019700004486367106,0.19469999824650586,0.02680000034160912,0.0026000052457675338,0.33239999902434647
68,2.92013870735545,1600.9733897583842,0.1933754345109807,1.9337543451098071,3.516135957386778,0.0281000102404505,0.05959998816251755,0.01990000600926578,0.18770000315271318,0.026900001103058457,0.0026999914553016424,0.3259999939473346
69,2.8579834416167706,1587.057789602205,0.19100080022523325,1.9100080022523325,3.4593977191092753,0.027600006433203816,0.05889999738428742,0.019800005247816443,0.18740000086836517,0.02649999805726111,0.002700006007216871,0.32390000706072897
70,2.797545538055294,1573.3551057028662,0.18866712173186578,1.8866712173186582,3.4039692310479994,0.028299997211433947,0.05970000347588211,0.027599991881288588,0.24649999977555126,0.03500000457279384,0.0048000074457377195,0.40360000275541097
71,2.7388453365096557,1559.9415308272874,0.18637367057622348,1.863736705762235,3.349807045743805,0.04159999662078917,0.12169999536126852,0.037999998312443495,0.22489999537356198,0.030199997127056122,0.0042000028770416975,0.46300000394694507
72,2.682153547490196,1546.7038891551065,0.18411970902660987,1.8411970902660986,3.2968697011878176,0.03359999391250312,0.07989999721758068,0.02160000440198928,0.1934000028995797,0.027699992642737925,0.002800006768666208,0.36040000850334764
73,2.627172576593451,1533.6377604969045,0.1819045122465778,1.8190451224657782,3.245117083428103,0.02929999027401209,0.06180000491440296,0.020099992980249226,0.2010000025620684,0.02720000338740647,0.0027999922167509794,0.3431999939493835
74,2.573558506409917,1520.7125331680081,0.17972735174947813,1.7972735174947811,3.194510709964528,0.028700000257231295,0.06089999806135893,0.020000006770715117,0.1877999893622473,0.02680000034160912,0.002800006768666208,0.3280000091763213
75,2.5213379680585515,1507.9210830175218,0.17758750008180965,1.7758750008180966,3.145014285141968,0.02820001100189984,0.05970000347588211,0.02020000829361379,0.1880999916465953,0.027000001864507794,0.0026999914553016424,0.32669999927747995
76,2.4705413144518644,1495.2657110953003,0.17548423356152634,1.7548423356152636,3.0965930624701157,0.028000009479001164,0.05959998816251755,0.020000006770715117,0.18780000391416252,0.027000001864507794,0.0025000044843181968,0.3259000077378005
77,2.42157731866925,1482.7933610498621,0.17341684116832895,1.7341684116832896,3.0492136218426773,0.028099995688535273,0.0594000011915341,0.01999999221879989,0.1956000050995499,0.026900001103058457,0.0024999899324029684,0.33349999284837395
78,2.373902755706693,1470.4616080968628,0.17138461387995424,1.7138461387995423,3.0028441830037678,0.028099995688535273,0.05990000499878079,0.01999999221879989,0.18840000848285854,0.02680000034160912,0.0026999914553016424,0.3269000008003786
79,2.327808018354813,1458.2564125242925,0.16938686069590767,1.693868606959077,2.957454224610233,0.027900008717551827,0.059399986639618874,0.019700004486367106,0.18689999706111848,0.026699999580159783,0.002700006007216871,0.324200009345077
80,2.283070345647939,1446.1791591806768,0.16742289714548056,1.6742289714548058,2.9130145096787445,0.027699992642737925,0.05889999738428742,0.019800005247816443,0.2519999979995191,0.03519999154377729,0.0048000074457377195,0.4003999929409474
81,2.239640743368165,1434.229895042844,0.165492051258712,1.6549205125871198,2.869496671996132,0.076299998909235,0.10970000585075468,0.028800001018680632,0.22339999850373715,0.029699993319809437,0.0040000013541430235,0.4744000034406781
82,2.197341404839758,1422.4150903422465,0.16359365126384576,1.6359365126384575,2.8268736893613555,0.03229999856557697,0.07619999814778566,0.021400002879090607,0.19320000137668103,0.027599991881288588,0.002800006768666208,0.35480000951793045
83,2.1561584331613703,1410.7322382080104,0.161727046116868,1.6172704611686801,2.7851196441671195,0.02890000178012997,0.07259999983943999,0.020799998310394585,0.19040000915993005,0.027000001864507794,0.002700006007216871,0.34339999547228217
84,2.115983411952973,1399.219185742713,0.1598915962076815,1.598915962076815,2.744209340077686,0.028299997211433947,0.060300008044578135,0.01999999221879989,0.18869999621529132,0.026900001103058457,0.002700006007216871,0.327900008414872
85,2.0769717791042774,1387.865208112943,0.15808666797882473,1.5808666797882476,2.704118772993985,0.02819999644998461,0.0594000011915341,0.020000006770715117,0.2702999918255955,0.02720000338740647,0.0028999929782003164,0.4091000009793788
86,2.03907502647632,1376.6636335360026,0.15631163748056084,1.5631163748056087,2.6648248436849227,0.028700000257231295,0.06179999036248773,0.020499996026046574,0.1883000077214092,0.026900001103058457,0.0025999906938523054,0.3298999945400283
87,2.0020436505359114,1365.5738965759197,0.15456589878521343,1.5456589878521343,2.6263053805735814,0.0278999941656366,0.06560000474564731,0.020099992980249226,0.18829999316949397,0.028300011763349175,0.0026999914553016424,0.33399999665562063
88,1.9658527980677158,1354.6542897945596,0.15284885621016056,1.5284885621016058,2.5885390600103193,0.027799993404187262,0.05970000347588211,0.01990000600926578,0.1871999993454665,0.026599998818710446,0.0026999914553016424,0.3249000001233071
89,1.9305884433796194,1343.8674991854732,0.1511691810359244,1.5116918103592438,2.5515053687510054,0.02780000795610249,0.058999998145736754,0.019799990695901215,0.18709999858401716,0.026699999580159783,0.0025000044843181968,0.32390000706072897
90,1.896243469095175,1333.2362484621585,0.14956417836946878,1.4956417836946878,2.515184436921289,0.02749999111983925,0.060000005760230124,0.019799990695901215,0.18770000315271318,0.02649999805726111,0.0026000052457675338,0.3251000016462058
91,1.862698405324609,1322.7093483046378,0.14798322470521624,1.4798322470521625,2.479557191933589,0.0278999941656366,0.05879999662283808,0.01990000600926578,0.18730000010691583,0.02649999805726111,0.0025999906938523054,0.3240999940317124
92,1.8300590914282662,1312.3238159863372,0.14642589962105607,1.4642589962105605,2.4446052113323966,0.0281000102404505,0.058999998145736754,0.019799990695901215,0.19210000755265355,0.026599998818710446,0.0025999906938523054,0.3291000030003488
93,1.7982927258317416,1302.0410710214292,0.14489178540633782,1.4489178540633783,2.410310664720446,0.0281000102404505,0.05910001345910132,0.01960000372491777,0.18699999782256782,0.026399997295811772,0.0024000037228688598,0.32380000629927963
94,1.7672351484560933,1291.8571047328028,0.14338046699420565,1.4338046699420566,2.3766563541554095,0.02819999644998461,0.0594000011915341,0.01990000600926578,0.18789999012369663,0.026699999580159783,0.0025000044843181968,0.3257000062149018
95,1.7369057473252523,1281.7794726579125,0.14189153590866954,1.4189153590866954,2.343625767926329,0.0278999941656366,0.05889999738428742,0.01990000600926578,0.18659999477677047,0.02649999805726111,0.0025000044843181968,0.3232000017305836
96,1.7072927234801583,1271.8012448878649,0.1404245936469647,1.404245936469647,2.311202956003763,0.08600000001024455,0.12569999671541154,0.03759999526664615,0.6124000065028667,0.10679999832063913,0.01479999627918005,0.9888999920804054
97,1.67854031171498,1261.924274923071,0.13897924916138504,1.3897924916138504,2.279372514138035,0.062000006437301636,0.1412999990861863,0.036299999919719994,0.29680000443477184,0.030800001695752144,0.0041000021155923605,0.5735999875469133
98,1.650585977984786,1252.1959173320136,0.13755511792766584,1.3755511792766584,2.248119607683107,0.03330000618007034,0.07829999958630651,0.022199994418770075,0.19489999976940453,0.0278999941656366,0.002900007530115545,0.36109999928157777
99,1.623298143139578,1242.5897451755773,0.136151821925138,1.3615182192513802,2.2174298834637494,0.029300004825927317,0.06469999789260328,0.02020000829361379,0.2108000044245273,0.02780000795610249,0.0037999998312443495,0.3578999894671142
100,1.5966450024080197,1233.0759347929475,0.13476898691331457,1.3476898691331458,2.187289439678702,0.04320000880397856,0.0844999885885045,0.02200000744778663,0.22950000129640102,0.030199997127056122,0.0031999952625483274,0.4141999961575493
